Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
27/05/2022 ,6053894,2949,5894380,156565,15300,1234087,709,214,1250310,923,224,-62,277,9,0,66,40,4,110,44
28/05/2022 ,6054173,2972,5894628,156573,15300,1234180,723,211,1250414,934,279,23,248,8,0,93,14,-3,104,11
29/05/2022 ,6054415,2952,5894889,156574,15300,1234280,722,201,1250503,923,242,-20,261,1,0,100,-1,-10,89,-11
30/05/2022 ,6054633,2871,5895176,156586,15303,1234376,704,201,1250584,905,218,-81,287,12,3,96,-18,0,81,-18
31/05/2022 ,6054973,2959,5895423,156591,15303,1234487,729,197,1250716,926,340,88,247,5,0,111,25,-4,132,21
01/06/2022 ,6055341,3141,5895606,156594,15303,1234566,823,188,1250880,1011,368,182,183,3,0,79,94,-9,164,85
02/06/2022 ,6055645,3105,5895940,156600,15303,1234723,830,182,1251038,1012,304,-36,334,6,0,157,7,-6,158,1
03/06/2022 ,6056017,3123,5896290,156604,15303,1234863,850,195,1251211,1045,372,18,350,4,0,140,20,13,173,33
04/06/2022 ,6056412,3254,5896548,156610,15303,1234976,913,192,1251384,1105,395,131,258,6,0,113,63,-3,173,60
05/06/2022 ,6056800,3433,5896752,156615,15303,1235069,1011,196,1251579,1207,388,179,204,5,0,93,98,4,195,102
06/06/2022 ,6057142,3498,5897022,156622,15303,1235172,1064,187,1251726,1251,342,65,270,7,0,103,53,-9,147,44
07/06/2022 ,6057660,3664,5897372,156624,15303,1235274,1222,187,1251986,1409,518,166,350,2,0,102,158,0,260,158
08/06/2022 ,6058180,3922,5897630,156628,15303,1235370,1417,184,1252274,1601,520,258,258,4,0,96,195,-3,288,192
09/06/2022 ,6058736,4061,5898040,156635,15303,1235508,1548,191,1252550,1739,556,139,410,7,0,138,131,7,276,138
10/06/2022 ,6059363,4341,5898384,156638,15303,1235666,1715,199,1252883,1914,627,280,344,3,0,158,167,8,333,175
11/06/2022 ,6059937,4538,5898758,156641,15303,1235838,1852,204,1253197,2056,574,197,374,3,0,172,137,5,314,142
12/06/2022 ,6060488,4680,5899165,156643,15303,1236002,2000,214,1253519,2214,551,142,407,2,0,164,148,10,322,158
13/06/2022 ,6061079,4926,5899501,156652,15304,1236184,2179,200,1253867,2379,591,246,336,9,1,182,179,-14,348,165
14/06/2022 ,6062009,5298,5900049,156662,15304,1236374,2446,260,1254384,2706,930,372,548,10,0,190,267,60,517,327
15/06/2022 ,6063251,6007,5900574,156670,15304,1236528,2980,302,1255114,3282,1242,709,525,8,0,154,534,42,730,576
16/06/2022 ,6064424,6668,5901083,156673,15305,1236820,3346,339,1255810,3685,1173,661,509,3,1,292,366,37,696,403
17/06/2022 ,6065644,7326,5901639,156679,15305,1237109,3712,370,1256496,4082,1220,658,556,6,0,289,366,31,686,397
18/06/2022 ,6066908,8062,5902162,156684,15305,1237400,4122,402,1257229,4524,1264,736,523,5,0,291,410,32,733,442
19/06/2022 ,6068075,8594,5902794,156687,15308,1237676,4543,437,1257964,4980,1167,532,632,3,3,276,421,35,735,456




























































































































































































































































































































































































































































































































































































































































































































































































































